Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Emergencia por Polvo volcánico en suspensión en Tigre,"Severa polvo volcánico en suspensión impactó en la localidad de Tigre, Buenos Aires. El incidente obligando a evacuar a residentes de la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Polvo volcánico en suspensión,-34.385753,-58.546458,09/08/2002
Caída de ceniza provoca emergencia en Santiago del Estero,"Una caída de ceniza de gran magnitud afectó a Santiago del Estero, Santiago del Estero. El incidente resultando en el cierre temporal de escuelas y comercios. El municipio ha activado el protocolo de emergencias para esta situación.",Caída de ceniza,-27.792424,-64.255414,27/09/2024
Aimogasta sufre las consecuencias de Fenómeno de viento rotativo,"Una fenómeno de viento rotativo de gran magnitud afectó a Aimogasta, La Rioja. El incidente dejando a varios sectores sin comunicación. Bomberos y personal de seguridad trabajan intensamente en la zona.",Fenómeno de viento rotativo,-28.605284,-66.833427,20/06/2022
Consecuencias graves tras Caída de ceniza en Victorica,"Una caída de ceniza de gran magnitud afectó a Victorica, La Pampa. El incidente dejando varios heridos y daños materiales. El municipio ha activado el protocolo de emergencias para esta situación.",Caída de ceniza,-36.189774,-65.441847,12/04/2000
Emergencia por Ráfagas de más de 100 km/h en Pergamino,La región de Pergamino en Buenos Aires sufrió los efectos de una intensa ráfagas de más de 100 km/h. El incidente dejando varios heridos y daños materiales. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Ráfagas de más de 100 km/h,-33.916423,-60.568047,29/09/2004
Deslizamiento de tierra provoca emergencia en Concepción,"Severa deslizamiento de tierra impactó en la localidad de Concepción, Tucumán. El incidente obligando a evacuar a residentes de la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Deslizamiento de tierra,-27.34938,-65.585365,09/09/2002
Eldorado en alerta por Tormenta severa,La región de Eldorado en Misiones sufrió los efectos de una intensa tormenta severa. El incidente generando serios daños ambientales en la región. Autoridades nacionales se han puesto a disposición para brindar asistencia.,Tormenta severa,-26.378338,-54.593973,17/01/2017
"Evacuaciones por Sismo de gran magnitud en Resistencia, Chaco","Severa sismo de gran magnitud impactó en la localidad de Resistencia, Chaco. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Sismo de gran magnitud,-27.440114,-58.982067,15/11/2020
Devastador Copiosa caída de nieve afecta a Villa Ángela,La región de Villa Ángela en Chaco sufrió los efectos de una intensa copiosa caída de nieve. El incidente dejando varios heridos y daños materiales. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Copiosa caída de nieve,-27.538446,-60.744938,01/11/2002
"Emergencia por sequía causa estragos en Merlo, San Luis",La región de Merlo en San Luis sufrió los efectos de una intensa emergencia por sequía. El incidente provocando pánico entre los residentes locales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.,Emergencia por sequía,-32.367698,-64.962165,20/04/2004
Habitantes de Mar del Plata afrontan Embudo de viento,La región de Mar del Plata en Buenos Aires sufrió los efectos de una intensa embudo de viento. El incidente generando caos en el transporte público y privado. Se ha iniciado una investigación para determinar las causas exactas del incidente.,Embudo de viento,-38.048334,-57.52794,26/08/2008
"Impacto de Tormenta de nieve en comunidad de Resistencia, Chaco","Una tormenta de nieve de gran magnitud afectó a Resistencia, Chaco. El incidente generando caos en el transporte público y privado. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Tormenta de nieve,-27.49049,-58.984813,29/03/2002
Alerta por Vendaval en Chos Malal,"Severa vendaval impactó en la localidad de Chos Malal, Neuquén. El incidente causando pérdidas millonarias y afectando a cientos de personas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Vendaval,-37.35234,-70.242298,25/02/2019
"Serio incidente: Granizo de gran tamaño en Malargüe, Mendoza",La región de Malargüe en Mendoza sufrió los efectos de una intensa granizo de gran tamaño. El incidente dejando a varios sectores sin comunicación. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Granizo de gran tamaño,-35.47513,-69.565748,14/10/2019
Se reporta Vendaval en zona de San Telmo,"Una vendaval de gran magnitud afectó a San Telmo, CABA. El incidente interrumpiendo servicios básicos en toda la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Vendaval,-34.589313,-58.394405,26/08/2003
Termas de Río Hondo en alerta por Ráfagas destructivas,"Una ráfagas destructivas de gran magnitud afectó a Termas de Río Hondo, Santiago del Estero. El incidente provocando pánico entre los residentes locales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Ráfagas destructivas,-27.500492,-64.837748,11/01/2008
Tormenta con piedras de granizo impacta en Rivadavia,"Una tormenta con piedras de granizo de gran magnitud afectó a Rivadavia, San Juan. El incidente provocando pánico entre los residentes locales. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Tormenta con piedras de granizo,-31.585178,-68.582934,12/04/2018
"Fenómeno de viento rotativo genera crisis en Merlo, San Luis",La región de Merlo en San Luis sufrió los efectos de una intensa fenómeno de viento rotativo. El incidente interrumpiendo servicios básicos en toda la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.,Fenómeno de viento rotativo,-32.311187,-65.010778,07/11/2010
Declaran emergencia tras Temperaturas récord en San Nicolás,La región de San Nicolás en Buenos Aires sufrió los efectos de una intensa temperaturas récord. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.,Temperaturas récord,-33.364997,-60.211609,23/12/2012
Autoridades responden a Congelamiento en Tartagal,La región de Tartagal en Salta sufrió los efectos de una intensa congelamiento. El incidente generando preocupación entre autoridades provinciales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.,Congelamiento,-22.469315,-63.813113,24/08/2019
Emergencia por Manga de viento en Azul,"Severa manga de viento impactó en la localidad de Azul, Buenos Aires. El incidente generando caos en el transporte público y privado. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Manga de viento,-36.776247,-59.876442,02/12/2005
"Habitantes de Sarmiento afrontan Copiosa caída de nieve, Chubut",La región de Sarmiento en Chubut sufrió los efectos de una intensa copiosa caída de nieve. El incidente generando preocupación entre autoridades provinciales. Defensa Civil coordina las tareas de asistencia y reconstrucción.,Copiosa caída de nieve,-45.578467,-69.045344,15/01/2023
Autoridades responden a Fenómeno de frío intenso en Río Gallegos,"Severa fenómeno de frío intenso impactó en la localidad de Río Gallegos, Santa Cruz. El incidente generando serios daños ambientales en la región. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Fenómeno de frío intenso,-51.604693,-69.173341,11/04/2004
"Alud impacta en Junín, Buenos Aires",La región de Junín en Buenos Aires sufrió los efectos de una intensa alud. El incidente generando caos en el transporte público y privado. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Alud,-34.588183,-60.93514,12/10/2015
Caída de ceniza genera crisis en Salta,"Severa caída de ceniza impactó en la localidad de Salta, Salta. El incidente dejando un rastro de destrucción importante. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Caída de ceniza,-24.824,-65.375237,20/06/2000
"Serio incidente: Vendaval en Allen, Río Negro",La región de Allen en Río Negro sufrió los efectos de una intensa vendaval. El incidente dejando un rastro de destrucción importante. Los servicios médicos están atendiendo a los afectados en hospitales locales.,Vendaval,-38.934212,-67.820689,07/05/2005
Equipos de emergencia atienden Sequía extrema en La Boca,"Una sequía extrema de gran magnitud afectó a La Boca, CABA. El incidente afectando gravemente la infraestructura local. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Sequía extrema,-34.591681,-58.378307,22/10/2006
"Habitantes de Malargüe afrontan Granizada destructiva, Mendoza",La región de Malargüe en Mendoza sufrió los efectos de una intensa granizada destructiva. El incidente generando serios daños ambientales en la región. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Granizada destructiva,-35.495342,-69.606299,23/10/2003
"Déficit hídrico sorprende a habitantes de Río Gallegos, Santa Cruz","Severa déficit hídrico impactó en la localidad de Río Gallegos, Santa Cruz. El incidente generando serios daños ambientales en la región. Se han habilitado refugios temporales para las familias afectadas.",Déficit hídrico,-51.604419,-69.201108,13/02/2024
Confirman Crisis hídrica de gran magnitud en San Ramón de la Nueva Orán,"Una crisis hídrica de gran magnitud afectó a San Ramón de la Nueva Orán, Salta. El incidente provocando cortes de energía y problemas en el suministro de agua. La población ha sido alertada para tomar precauciones adicionales.",Crisis hídrica,-23.14275,-64.297211,21/09/2019
Preocupación por Desborde de arroyo en Rawson,"Una desborde de arroyo de gran magnitud afectó a Rawson, Chubut. El incidente dejando un rastro de destrucción importante. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desborde de arroyo,-43.297001,-65.052543,14/02/2008
Autoridades responden a Helada destructiva en Libertador General San Martín,"Una helada destructiva de gran magnitud afectó a Libertador General San Martín, Jujuy. El incidente generando caos en el transporte público y privado. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Helada destructiva,-23.816375,-64.74659,01/05/2021
"Devastador Derrumbe de cerro afecta a San Isidro, Buenos Aires","Una derrumbe de cerro de gran magnitud afectó a San Isidro, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Derrumbe de cerro,-34.431034,-58.551509,31/05/2020
Derrumbe de cerro sorprende a habitantes de Necochea,La región de Necochea en Buenos Aires sufrió los efectos de una intensa derrumbe de cerro. El incidente dejando varios heridos y daños materiales. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.,Derrumbe de cerro,-38.530185,-58.723529,20/05/2013
